x,y,T
0.82,0.88,20
0.82,0.89,20
0.82,0.9,20
0.82,0.91,20
0.82,0.92,20
0.82,0.93,20
0.82,0.94,20
0.82,0.95,20
0.82,0.96,20
0.82,0.97,20
0.82,0.98,20
0.82,0.99,20
0.83,0,80
0.83,0.01,76.6168
0.83,0.02,73.2504
0.83,0.03,69.9176
0.83,0.04,66.6345
0.83,0.05,63.4164
0.83,0.06,60.2779
0.83,0.07,57.2321
0.83,0.08,54.2913
0.83,0.09,51.4658
0.83,0.1,48.7648
0.83,0.11,46.1956
0.83,0.12,43.7639
0.83,0.13,41.474
0.83,0.14,39.3282
0.83,0.15,37.3276
0.83,0.16,35.4715
0.83,0.17,33.7582
0.83,0.18,32.1846
0.83,0.19,30.7464
0.83,0.2,29.4385
0.83,0.21,28.255
0.83,0.22,27.1895
0.83,0.23,26.235
0.83,0.24,25.384
0.83,0.25,24.6293
0.83,0.26,23.9631
0.83,0.27,23.3781
0.83,0.28,22.8669
0.83,0.29,22.4224
0.83,0.3,22.0378
0.83,0.31,21.7067
0.83,0.32,21.4231
0.83,0.33,21.1813
0.83,0.34,20.9762
0.83,0.35,20.8031
0.83,0.36,20.6578
0.83,0.37,20.5363
0.83,0.38,20.4353
0.83,0.39,20.3517
0.83,0.4,20.2829
0.83,0.41,20.2265
0.83,0.42,20.1805
0.83,0.43,20.1432
0.83,0.44,20.1131
0.83,0.45,20.0889
0.83,0.46,20.0696
0.83,0.47,20.0542
0.83,0.48,20.042
0.83,0.49,20.0324
0.83,0.5,20.0249
0.83,0.51,20.0191
0.83,0.52,20.0145
0.83,0.53,20.011
0.83,0.54,20.0083
0.83,0.55,20.0062
0.83,0.56,20.0047
0.83,0.57,20.0035
0.83,0.58,20.0026
0.83,0.59,20.0019
0.83,0.6,20.0014
0.83,0.61,20.001
0.83,0.62,20.0007
0.83,0.63,20.0005
0.83,0.64,20.0004
0.83,0.65,20.0003
0.83,0.66,20.0002
0.83,0.67,20.0001
0.83,0.68,20.0001
0.83,0.69,20.0001
0.83,0.7,20
0.83,0.71,20
0.83,0.72,20
0.83,0.73,20
0.83,0.74,20
0.83,0.75,20
0.83,0.76,20
0.83,0.77,20
0.83,0.78,20
0.83,0.79,20
0.83,0.8,20
0.83,0.81,20
0.83,0.82,20
0.83,0.83,20
0.83,0.84,20
0.83,0.85,20
0.83,0.86,20
0.83,0.87,20
0.83,0.88,20
0.83,0.89,20
0.83,0.9,20
0.83,0.91,20
0.83,0.92,20
0.83,0.93,20
0.83,0.94,20
0.83,0.95,20
0.83,0.96,20
0.83,0.97,20
0.83,0.98,20
0.83,0.99,20
0.84,0,80
0.84,0.01,76.6168
0.84,0.02,73.2504
0.84,0.03,69.9176
0.84,0.04,66.6345
0.84,0.05,63.4164
0.84,0.06,60.2779
0.84,0.07,57.2321
0.84,0.08,54.2913
0.84,0.09,51.4658
0.84,0.1,48.7648
0.84,0.11,46.1956
0.84,0.12,43.7639
0.84,0.13,41.474
0.84,0.14,39.3282
0.84,0.15,37.3276
0.84,0.16,35.4715
0.84,0.17,33.7582
0.84,0.18,32.1846
0.84,0.19,30.7464
0.84,0.2,29.4385
0.84,0.21,28.255
0.84,0.22,27.1895
0.84,0.23,26.235
0.84,0.24,25.384
0.84,0.25,24.6293
0.84,0.26,23.9631
0.84,0.27,23.3781
0.84,0.28,22.8669
0.84,0.29,22.4224
0.84,0.3,22.0378
0.84,0.31,21.7067
0.84,0.32,21.4231
0.84,0.33,21.1813
0.84,0.34,20.9762
0.84,0.35,20.8031
0.84,0.36,20.6578
0.84,0.37,20.5363
0.84,0.38,20.4353
0.84,0.39,20.3517
0.84,0.4,20.2829
0.84,0.41,20.2265
0.84,0.42,20.1805
0.84,0.43,20.1432
0.84,0.44,20.1131
0.84,0.45,20.0889
0.84,0.46,20.0696
0.84,0.47,20.0542
0.84,0.48,20.042
0.84,0.49,20.0324
0.84,0.5,20.0249
0.84,0.51,20.0191
0.84,0.52,20.0145
0.84,0.53,20.011
0.84,0.54,20.0083
0.84,0.55,20.0062
0.84,0.56,20.0047
0.84,0.57,20.0035
0.84,0.58,20.0026
0.84,0.59,20.0019
0.84,0.6,20.0014
0.84,0.61,20.001
0.84,0.62,20.0007
0.84,0.63,20.0005
0.84,0.64,20.0004
0.84,0.65,20.0003
0.84,0.66,20.0002
0.84,0.67,20.0001
0.84,0.68,20.0001
0.84,0.69,20.0001
0.84,0.7,20
0.84,0.71,20
0.84,0.72,20
0.84,0.73,20
0.84,0.74,20
0.84,0.75,20
0.84,0.76,20
0.84,0.77,20
0.84,0.78,20
0.84,0.79,20
0.84,0.8,20
0.84,0.81,20
0.84,0.82,20
0.84,0.83,20
0.84,0.84,20
0.84,0.85,20
0.84,0.86,20
0.84,0.87,20
0.84,0.88,20
0.84,0.89,20
0.84,0.9,20
0.84,0.91,20
0.84,0.92,20
0.84,0.93,20
0.84,0.94,20
0.84,0.95,20
0.84,0.96,20
0.84,0.97,20
0.84,0.98,20
0.84,0.99,20
0.85,0,80
0.85,0.01,76.6168
0.85,0.02,73.2504
0.85,0.03,69.9176
0.85,0.04,66.6345
0.85,0.05,63.4164
0.85,0.06,60.2779
0.85,0.07,57.2321
0.85,0.08,54.2913
0.85,0.09,51.4658
0.85,0.1,48.7648
0.85,0.11,46.1956
0.85,0.12,43.7639
0.85,0.13,41.474
0.85,0.14,39.3282
0.85,0.15,37.3276
0.85,0.16,35.4715
0.85,0.17,33.7582
0.85,0.18,32.1846
0.85,0.19,30.7464
0.85,0.2,29.4385
0.85,0.21,28.255
0.85,0.22,27.1895
0.85,0.23,26.235
0.85,0.24,25.384
0.85,0.25,24.6293
0.85,0.26,23.9631
0.85,0.27,23.3781
0.85,0.28,22.8669
0.85,0.29,22.4224
0.85,0.3,22.0378
0.85,0.31,21.7067
0.85,0.32,21.4231
0.85,0.33,21.1813
0.85,0.34,20.9762
0.85,0.35,20.8031
0.85,0.36,20.6578
0.85,0.37,20.5363
0.85,0.38,20.4353
0.85,0.39,20.3517
0.85,0.4,20.2829
0.85,0.41,20.2265
0.85,0.42,20.1805
0.85,0.43,20.1432
0.85,0.44,20.1131
0.85,0.45,20.0889
0.85,0.46,20.0696
0.85,0.47,20.0542
0.85,0.48,20.042
0.85,0.49,20.0324
0.85,0.5,20.0249
0.85,0.51,20.0191
0.85,0.52,20.0145
0.85,0.53,20.011
0.85,0.54,20.0083
0.85,0.55,20.0062
0.85,0.56,20.0047
0.85,0.57,20.0035
0.85,0.58,20.0026
0.85,0.59,20.0019
0.85,0.6,20.0014
0.85,0.61,20.001
0.85,0.62,20.0007
0.85,0.63,20.0005
0.85,0.64,20.0004
0.85,0.65,20.0003
0.85,0.66,20.0002
0.85,0.67,20.0001
0.85,0.68,20.0001
0.85,0.69,20.0001
0.85,0.7,20
0.85,0.71,20
0.85,0.72,20
0.85,0.73,20
0.85,0.74,20
0.85,0.75,20
0.85,0.76,20
0.85,0.77,20
0.85,0.78,20
0.85,0.79,20
0.85,0.8,20
0.85,0.81,20
0.85,0.82,20
0.85,0.83,20
0.85,0.84,20
0.85,0.85,20
0.85,0.86,20
0.85,0.87,20
0.85,0.88,20
0.85,0.89,20
0.85,0.9,20
0.85,0.91,20
0.85,0.92,20
0.85,0.93,20
0.85,0.94,20
0.85,0.95,20
0.85,0.96,20
0.85,0.97,20
0.85,0.98,20
0.85,0.99,20
0.86,0,80
0.86,0.01,76.6168
0.86,0.02,73.2504
0.86,0.03,69.9176
0.86,0.04,66.6345
0.86,0.05,63.4164
0.86,0.06,60.2779
0.86,0.07,57.2321
0.86,0.08,54.2913
0.86,0.09,51.4658
0.86,0.1,48.7648
0.86,0.11,46.1956
0.86,0.12,43.7639
0.86,0.13,41.474
0.86,0.14,39.3282
0.86,0.15,37.3276
0.86,0.16,35.4715
0.86,0.17,33.7582
0.86,0.18,32.1846
0.86,0.19,30.7464
0.86,0.2,29.4385
0.86,0.21,28.255
0.86,0.22,27.1895
0.86,0.23,26.235
0.86,0.24,25.384
0.86,0.25,24.6293
0.86,0.26,23.9631
0.86,0.27,23.3781
0.86,0.28,22.8669
0.86,0.29,22.4224
0.86,0.3,22.0378
0.86,0.31,21.7067
0.86,0.32,21.4231
0.86,0.33,21.1813
0.86,0.34,20.9762
0.86,0.35,20.8031
0.86,0.36,20.6578
0.86,0.37,20.5363
0.86,0.38,20.4353
0.86,0.39,20.3517
0.86,0.4,20.2829
0.86,0.41,20.2265
0.86,0.42,20.1805
0.86,0.43,20.1432
0.86,0.44,20.1131
0.86,0.45,20.0889
0.86,0.46,20.0696
0.86,0.47,20.0542
0.86,0.48,20.042
0.86,0.49,20.0324
0.86,0.5,20.0249
0.86,0.51,20.0191
0.86,0.52,20.0145
0.86,0.53,20.011
0.86,0.54,20.0083
0.86,0.55,20.0062
0.86,0.56,20.0047
0.86,0.57,20.0035
0.86,0.58,20.0026
0.86,0.59,20.0019
0.86,0.6,20.0014
0.86,0.61,20.001
0.86,0.62,20.0007
0.86,0.63,20.0005
0.86,0.64,20.0004
0.86,0.65,20.0003
0.86,0.66,20.0002
0.86,0.67,20.0001
0.86,0.68,20.0001
0.86,0.69,20.0001
0.86,0.7,20
0.86,0.71,20
0.86,0.72,20
0.86,0.73,20
0.86,0.74,20
0.86,0.75,20
0.86,0.76,20
0.86,0.77,20
0.86,0.78,20
0.86,0.79,20
0.86,0.8,20
0.86,0.81,20
0.86,0.82,20
0.86,0.83,20
0.86,0.84,20
0.86,0.85,20
0.86,0.86,20
0.86,0.87,20
0.86,0.88,20
0.86,0.89,20
0.86,0.9,20
0.86,0.91,20
0.86,0.92,20
0.86,0.93,20
0.86,0.94,20
0.86,0.95,20
0.86,0.96,20
0.86,0.97,20
0.86,0.98,20
0.86,0.99,20
0.87,0,80
0.87,0.01,76.6168
0.87,0.02,73.2504
0.87,0.03,69.9176
0.87,0.04,66.6345
0.87,0.05,63.4164
0.87,0.06,60.2779
0.87,0.07,57.2321
0.87,0.08,54.2913
0.87,0.09,51.4658
0.87,0.1,48.7648
0.87,0.11,46.1956
0.87,0.12,43.7639
0.87,0.13,41.474
0.87,0.14,39.3282
0.87,0.15,37.3276
0.87,0.16,35.4715
0.87,0.17,33.7582
0.87,0.18,32.1846
0.87,0.19,30.7464
0.87,0.2,29.4385
0.87,0.21,28.255
0.87,0.22,27.1895
0.87,0.23,26.235
0.87,0.24,25.384
0.87,0.25,24.6293
0.87,0.26,23.9631
0.87,0.27,23.3781
0.87,0.28,22.8669
0.87,0.29,22.4224
0.87,0.3,22.0378
0.87,0.31,21.7067
0.87,0.32,21.4231
0.87,0.33,21.1813
0.87,0.34,20.9762
0.87,0.35,20.8031
0.87,0.36,20.6578
0.87,0.37,20.5363
0.87,0.38,20.4353
0.87,0.39,20.3517
0.87,0.4,20.2829
0.87,0.41,20.2265
0.87,0.42,20.1805
0.87,0.43,20.1432
0.87,0.44,20.1131
0.87,0.45,20.0889
0.87,0.46,20.0696
0.87,0.47,20.0542
0.87,0.48,20.042
0.87,0.49,20.0324
0.87,0.5,20.0249
0.87,0.51,20.0191
0.87,0.52,20.0145
0.87,0.53,20.011
0.87,0.54,20.0083
0.87,0.55,20.0062
0.87,0.56,20.0047
0.87,0.57,20.0035
0.87,0.58,20.0026
0.87,0.59,20.0019
0.87,0.6,20.0014
0.87,0.61,20.001
0.87,0.62,20.0007
0.87,0.63,20.0005
0.87,0.64,20.0004
0.87,0.65,20.0003
0.87,0.66,20.0002
0.87,0.67,20.0001
0.87,0.68,20.0001
0.87,0.69,20.0001
0.87,0.7,20
0.87,0.71,20
0.87,0.72,20
0.87,0.73,20
0.87,0.74,20
0.87,0.75,20
0.87,0.76,20
0.87,0.77,20
0.87,0.78,20
0.87,0.79,20
0.87,0.8,20
0.87,0.81,20
0.87,0.82,20
0.87,0.83,20
0.87,0.84,20
0.87,0.85,20
0.87,0.86,20
0.87,0.87,20
0.87,0.88,20
0.87,0.89,20
0.87,0.9,20
0.87,0.91,20
0.87,0.92,20
0.87,0.93,20
0.87,0.94,20
0.87,0.95,20
0.87,0.96,20
0.87,0.97,20
0.87,0.98,20
0.87,0.99,20
0.88,0,80
0.88,0.01,76.6168
0.88,0.02,73.2504
0.88,0.03,69.9176
0.88,0.04,66.6345
0.88,0.05,63.4164
0.88,0.06,60.2779
0.88,0.07,57.2321
0.88,0.08,54.2913
0.88,0.09,51.4658
0.88,0.1,48.7648
0.88,0.11,46.1956
0.88,0.12,43.7639
0.88,0.13,41.474
0.88,0.14,39.3282
0.88,0.15,37.3276
0.88,0.16,35.4715
0.88,0.17,33.7582
0.88,0.18,32.1846
0.88,0.19,30.7464
0.88,0.2,29.4385
0.88,0.21,28.255
0.88,0.22,27.1895
0.88,0.23,26.235
0.88,0.24,25.384
0.88,0.25,24.6293
0.88,0.26,23.9631
0.88,0.27,23.3781
0.88,0.28,22.8669
0.88,0.29,22.4224
0.88,0.3,22.0378
0.88,0.31,21.7067
0.88,0.32,21.4231
0.88,0.33,21.1813
0.88,0.34,20.9762
0.88,0.35,20.8031
0.88,0.36,20.6578
0.88,0.37,20.5363
0.88,0.38,20.4353
0.88,0.39,20.3517
0.88,0.4,20.2829
0.88,0.41,20.2265
0.88,0.42,20.1805
0.88,0.43,20.1432
0.88,0.44,20.1131
0.88,0.45,20.0889
0.88,0.46,20.0696
0.88,0.47,20.0542
0.88,0.48,20.042
0.88,0.49,20.0324
0.88,0.5,20.0249
0.88,0.51,20.0191
0.88,0.52,20.0145
0.88,0.53,20.011
0.88,0.54,20.0083
0.88,0.55,20.0062
0.88,0.56,20.0047
0.88,0.57,20.0035
0.88,0.58,20.0026
0.88,0.59,20.0019
0.88,0.6,20.0014
0.88,0.61,20.001
0.88,0.62,20.0007
0.88,0.63,20.0005
0.88,0.64,20.0004
0.88,0.65,20.0003
0.88,0.66,20.0002
0.88,0.67,20.0001
0.88,0.68,20.0001
0.88,0.69,20.0001
0.88,0.7,20
0.88,0.71,20
0.88,0.72,20
0.88,0.73,20
0.88,0.74,20
0.88,0.75,20
0.88,0.76,20
0.88,0.77,20
0.88,0.78,20
0.88,0.79,20
0.88,0.8,20
0.88,0.81,20
0.88,0.82,20
0.88,0.83,20
0.88,0.84,20
0.88,0.85,20
0.88,0.86,20
0.88,0.87,20
0.88,0.88,20
0.88,0.89,20
0.88,0.9,20
0.88,0.91,20
0.88,0.92,20
0.88,0.93,20
0.88,0.94,20
0.88,0.95,20
0.88,0.96,20
0.88,0.97,20
0.88,0.98,20
0.88,0.99,20
0.89,0,80
0.89,0.01,76.6168
0.89,0.02,73.2504
0.89,0.03,69.9176
0.89,0.04,66.6345
0.89,0.05,63.4164
0.89,0.06,60.2779
0.89,0.07,57.2321
0.89,0.08,54.2913
0.89,0.09,51.4658
0.89,0.1,48.7648
0.89,0.11,46.1956
0.89,0.12,43.7639
0.89,0.13,41.474
0.89,0.14,39.3282
0.89,0.15,37.3276
0.89,0.16,35.4715
0.89,0.17,33.7582
0.89,0.18,32.1846
0.89,0.19,30.7464
0.89,0.2,29.4385
0.89,0.21,28.255
0.89,0.22,27.1895
0.89,0.23,26.235
0.89,0.24,25.384
0.89,0.25,24.6293
0.89,0.26,23.9631
0.89,0.27,23.3781
0.89,0.28,22.8669
0.89,0.29,22.4224
0.89,0.3,22.0378
0.89,0.31,21.7067
0.89,0.32,21.4231
0.89,0.33,21.1813
0.89,0.34,20.9762
0.89,0.35,20.8031
0.89,0.36,20.6578
0.89,0.37,20.5363
0.89,0.38,20.4353
0.89,0.39,20.3517
0.89,0.4,20.2829
0.89,0.41,20.2265
0.89,0.42,20.1805
0.89,0.43,20.1432
0.89,0.44,20.1131
0.89,0.45,20.0889
0.89,0.46,20.0696
0.89,0.47,20.0542
0.89,0.48,20.042
0.89,0.49,20.0324
0.89,0.5,20.0249
0.89,0.51,20.0191
0.89,0.52,20.0145
0.89,0.53,20.011
0.89,0.54,20.0083
0.89,0.55,20.0062
0.89,0.56,20.0047
0.89,0.57,20.0035
0.89,0.58,20.0026
0.89,0.59,20.0019
0.89,0.6,20.0014
0.89,0.61,20.001
0.89,0.62,20.0007
0.89,0.63,20.0005
0.89,0.64,20.0004
0.89,0.65,20.0003
0.89,0.66,20.0002
0.89,0.67,20.0001
0.89,0.68,20.0001
0.89,0.69,20.0001
0.89,0.7,20
0.89,0.71,20
0.89,0.72,20
0.89,0.73,20
0.89,0.74,20
0.89,0.75,20
0.89,0.76,20
0.89,0.77,20
0.89,0.78,20
0.89,0.79,20
0.89,0.8,20
0.89,0.81,20
0.89,0.82,20
0.89,0.83,20
0.89,0.84,20
0.89,0.85,20
0.89,0.86,20
0.89,0.87,20
0.89,0.88,20
0.89,0.89,20
0.89,0.9,20
0.89,0.91,20
0.89,0.92,20
0.89,0.93,20
0.89,0.94,20
0.89,0.95,20
0.89,0.96,20
0.89,0.97,20
0.89,0.98,20
0.89,0.99,20
0.9,0,80
0.9,0.01,76.6168
0.9,0.02,73.2504
0.9,0.03,69.9176
0.9,0.04,66.6345
0.9,0.05,63.4164
0.9,0.06,60.2779
0.9,0.07,57.2321
0.9,0.08,54.2913
0.9,0.09,51.4658
0.9,0.1,48.7648
0.9,0.11,46.1956
0.9,0.12,43.7639
0.9,0.13,41.474
0.9,0.14,39.3282
0.9,0.15,37.3276
0.9,0.16,35.4715
0.9,0.17,33.7582
0.9,0.18,32.1846
0.9,0.19,30.7464
0.9,0.2,29.4385
0.9,0.21,28.255
0.9,0.22,27.1895
0.9,0.23,26.235
0.9,0.24,25.384
0.9,0.25,24.6293
0.9,0.26,23.9631
0.9,0.27,23.3781
0.9,0.28,22.8669
0.9,0.29,22.4224
0.9,0.3,22.0378
0.9,0.31,21.7067
0.9,0.32,21.4231
0.9,0.33,21.1813
0.9,0.34,20.9762
0.9,0.35,20.8031
0.9,0.36,20.6578
0.9,0.37,20.5363
0.9,0.38,20.4353
0.9,0.39,20.3517
0.9,0.4,20.2829
0.9,0.41,20.2265
0.9,0.42,20.1805
0.9,0.43,20.1432
0.9,0.44,20.1131
0.9,0.45,20.0889
0.9,0.46,20.0696
0.9,0.47,20.0542
0.9,0.48,20.042
0.9,0.49,20.0324
0.9,0.5,20.0249
0.9,0.51,20.0191
0.9,0.52,20.0145
0.9,0.53,20.011
0.9,0.54,20.0083
0.9,0.55,20.0062
0.9,0.56,20.0047
0.9,0.57,20.0035
0.9,0.58,20.0026
0.9,0.59,20.0019
0.9,0.6,20.0014
0.9,0.61,20.001
0.9,0.62,20.0007
0.9,0.63,20.0005
0.9,0.64,20.0004
0.9,0.65,20.0003
0.9,0.66,20.0002
0.9,0.67,20.0001
0.9,0.68,20.0001
0.9,0.69,20.0001
0.9,0.7,20
0.9,0.71,20
0.9,0.72,20
0.9,0.73,20
0.9,0.74,20
0.9,0.75,20
0.9,0.76,20
0.9,0.77,20
0.9,0.78,20
0.9,0.79,20
0.9,0.8,20
0.9,0.81,20
0.9,0.82,20
0.9,0.83,20
0.9,0.84,20
0.9,0.85,20
0.9,0.86,20
0.9,0.87,20
0.9,0.88,20
0.9,0.89,20
0.9,0.9,20
0.9,0.91,20
0.9,0.92,20
0.9,0.93,20
0.9,0.94,20
0.9,0.95,20
0.9,0.96,20
0.9,0.97,20
0.9,0.98,20
0.9,0.99,20
0.91,0,80
0.91,0.01,76.6168
0.91,0.02,73.2504
0.91,0.03,69.9176
0.91,0.04,66.6345
0.91,0.05,63.4164
0.91,0.06,60.2779
0.91,0.07,57.2321
0.91,0.08,54.2913
0.91,0.09,51.4658
0.91,0.1,48.7648
0.91,0.11,46.1956
0.91,0.12,43.7639
0.91,0.13,41.474
0.91,0.14,39.3282
0.91,0.15,37.3276
0.91,0.16,35.4715
0.91,0.17,33.7582
0.91,0.18,32.1846
0.91,0.19,30.7464
0.91,0.2,29.4385
0.91,0.21,28.255
0.91,0.22,27.1895
0.91,0.23,26.235
0.91,0.24,25.384
0.91,0.25,24.6293
0.91,0.26,23.9631
0.91,0.27,23.3781
0.91,0.28,22.8669
0.91,0.29,22.4224
0.91,0.3,22.0378
0.91,0.31,21.7067
0.91,0.32,21.4231
0.91,0.33,21.1813
0.91,0.34,20.9762
0.91,0.35,20.8031
0.91,0.36,20.6578
0.91,0.37,20.5363
0.91,0.38,20.4353
0.91,0.39,20.3517
0.91,0.4,20.2829
0.91,0.41,20.2265
0.91,0.42,20.1805
0.91,0.43,20.1432
0.91,0.44,20.1131
0.91,0.45,20.0889
0.91,0.46,20.0696
0.91,0.47,20.0542
0.91,0.48,20.042
0.91,0.49,20.0324
0.91,0.5,20.0249
0.91,0.51,20.0191
0.91,0.52,20.0145
0.91,0.53,20.011
0.91,0.54,20.0083
0.91,0.55,20.0062
0.91,0.56,20.0047
0.91,0.57,20.0035
0.91,0.58,20.0026
0.91,0.59,20.0019
0.91,0.6,20.0014
0.91,0.61,20.001
0.91,0.62,20.0007
0.91,0.63,20.0005
0.91,0.64,20.0004
0.91,0.65,20.0003
0.91,0.66,20.0002
0.91,0.67,20.0001
0.91,0.68,20.0001
0.91,0.69,20.0001
0.91,0.7,20
0.91,0.71,20
0.91,0.72,20
0.91,0.73,20
0.91,0.74,20
0.91,0.75,20
0.91,0.76,20
0.91,0.77,20
0.91,0.78,20
0.91,0.79,20
0.91,0.8,20
0.91,0.81,20
0.91,0.82,20
0.91,0.83,20
0.91,0.84,20
0.91,0.85,20
0.91,0.86,20
0.91,0.87,20
0.91,0.88,20
0.91,0.89,20
0.91,0.9,20
0.91,0.91,20
0.91,0.92,20
0.91,0.93,20
0.91,0.94,20
0.91,0.95,20
0.91,0.96,20
0.91,0.97,20
0.91,0.98,20
0.91,0.99,20
0.92,0,80
0.92,0.01,76.6168
0.92,0.02,73.2504
0.92,0.03,69.9176
0.92,0.04,66.6345
0.92,0.05,63.4164
0.92,0.06,60.2779
0.92,0.07,57.2321
0.92,0.08,54.2913
0.92,0.09,51.4658
0.92,0.1,48.7648
0.92,0.11,46.1956
0.92,0.12,43.7639
0.92,0.13,41.474
0.92,0.14,39.3282
0.92,0.15,37.3276
0.92,0.16,35.4715
0.92,0.17,33.7582
0.92,0.18,32.1846
0.92,0.19,30.7464
0.92,0.2,29.4385
0.92,0.21,28.255
0.92,0.22,27.1895
0.92,0.23,26.235
0.92,0.24,25.384
0.92,0.25,24.6293
0.92,0.26,23.9631
0.92,0.27,23.3781
0.92,0.28,22.8669
0.92,0.29,22.4224
0.92,0.3,22.0378
0.92,0.31,21.7067
0.92,0.32,21.4231
0.92,0.33,21.1813
0.92,0.34,20.9762
0.92,0.35,20.8031
0.92,0.36,20.6578
0.92,0.37,20.5363
0.92,0.38,20.4353
0.92,0.39,20.3517
0.92,0.4,20.2829
0.92,0.41,20.2265
0.92,0.42,20.1805
0.92,0.43,20.1432
0.92,0.44,20.1131
0.92,0.45,20.0889
0.92,0.46,20.0696
0.92,0.47,20.0542
0.92,0.48,20.042
0.92,0.49,20.0324
0.92,0.5,20.0249
0.92,0.51,20.0191
0.92,0.52,20.0145
0.92,0.53,20.011
0.92,0.54,20.0083
0.92,0.55,20.0062
0.92,0.56,20.0047
0.92,0.57,20.0035
0.92,0.58,20.0026
0.92,0.59,20.0019
0.92,0.6,20.0014
0.92,0.61,20.001
0.92,0.62,20.0007
0.92,0.63,20.0005
0.92,0.64,20.0004
0.92,0.65,20.0003
0.92,0.66,20.0002
0.92,0.67,20.0001
0.92,0.68,20.0001
0.92,0.69,20.0001
0.92,0.7,20
0.92,0.71,20
0.92,0.72,20
0.92,0.73,20
0.92,0.74,20
0.92,0.75,20
0.92,0.76,20
0.92,0.77,20
0.92,0.78,20
0.92,0.79,20
0.92,0.8,20
0.92,0.81,20
0.92,0.82,20
0.92,0.83,20
0.92,0.84,20
0.92,0.85,20
0.92,0.86,20
0.92,0.87,20
0.92,0.88,20
0.92,0.89,20
0.92,0.9,20
0.92,0.91,20
0.92,0.92,20
0.92,0.93,20
0.92,0.94,20
0.92,0.95,20
0.92,0.96,20
0.92,0.97,20
0.92,0.98,20
0.92,0.99,20
0.93,0,80
0.93,0.01,76.6168
0.93,0.02,73.2504
0.93,0.03,69.9176
0.93,0.04,66.6345
0.93,0.05,63.4164
0.93,0.06,60.2779
0.93,0.07,57.2321
0.93,0.08,54.2913
0.93,0.09,51.4658
0.93,0.1,48.7648
0.93,0.11,46.1956
0.93,0.12,43.7639
0.93,0.13,41.474
0.93,0.14,39.3282
0.93,0.15,37.3276
0.93,0.16,35.4715
0.93,0.17,33.7582
0.93,0.18,32.1846
0.93,0.19,30.7464
0.93,0.2,29.4385
0.93,0.21,28.255
0.93,0.22,27.1895
0.93,0.23,26.235
0.93,0.24,25.384
0.93,0.25,24.6293
0.93,0.26,23.9631
0.93,0.27,23.3781
0.93,0.28,22.8669
0.93,0.29,22.4224
0.93,0.3,22.0378
0.93,0.31,21.7067
0.93,0.32,21.4231
0.93,0.33,21.1813
0.93,0.34,20.9762
0.93,0.35,20.8031
0.93,0.36,20.6578
0.93,0.37,20.5363
0.93,0.38,20.4353
0.93,0.39,20.3517
0.93,0.4,20.2829
0.93,0.41,20.2265
0.93,0.42,20.1805
0.93,0.43,20.1432
0.93,0.44,20.1131
0.93,0.45,20.0889
0.93,0.46,20.0696
0.93,0.47,20.0542
0.93,0.48,20.042
0.93,0.49,20.0324
0.93,0.5,20.0249
0.93,0.51,20.0191
0.93,0.52,20.0145
0.93,0.53,20.011
0.93,0.54,20.0083
0.93,0.55,20.0062
0.93,0.56,20.0047
0.93,0.57,20.0035
0.93,0.58,20.0026
0.93,0.59,20.0019
0.93,0.6,20.0014
0.93,0.61,20.001
0.93,0.62,20.0007
0.93,0.63,20.0005
0.93,0.64,20.0004
0.93,0.65,20.0003
0.93,0.66,20.0002
0.93,0.67,20.0001
0.93,0.68,20.0001
0.93,0.69,20.0001
0.93,0.7,20
0.93,0.71,20
0.93,0.72,20
0.93,0.73,20
0.93,0.74,20
0.93,0.75,20
0.93,0.76,20
0.93,0.77,20
0.93,0.78,20
0.93,0.79,20
0.93,0.8,20
0.93,0.81,20
0.93,0.82,20
0.93,0.83,20
0.93,0.84,20
0.93,0.85,20
0.93,0.86,20
0.93,0.87,20
0.93,0.88,20
0.93,0.89,20
0.93,0.9,20
0.93,0.91,20
0.93,0.92,20
0.93,0.93,20
0.93,0.94,20
0.93,0.95,20
0.93,0.96,20
0.93,0.97,20
0.93,0.98,20
0.93,0.99,20
0.94,0,80
0.94,0.01,76.6168
0.94,0.02,73.2504
0.94,0.03,69.9176
0.94,0.04,66.6345
0.94,0.05,63.4164
0.94,0.06,60.2779
0.94,0.07,57.2321
0.94,0.08,54.2913
0.94,0.09,51.4658
0.94,0.1,48.7648
0.94,0.11,46.1956
0.94,0.12,43.7639
0.94,0.13,41.474
0.94,0.14,39.3282
0.94,0.15,37.3276
0.94,0.16,35.4715
0.94,0.17,33.7582
0.94,0.18,32.1846
0.94,0.19,30.7464
0.94,0.2,29.4385
0.94,0.21,28.255
0.94,0.22,27.1895
0.94,0.23,26.235
0.94,0.24,25.384
0.94,0.25,24.6293
0.94,0.26,23.9631
0.94,0.27,23.3781
0.94,0.28,22.8669
0.94,0.29,22.4224
0.94,0.3,22.0378
0.94,0.31,21.7067
0.94,0.32,21.4231
0.94,0.33,21.1813
0.94,0.34,20.9762
0.94,0.35,20.8031
0.94,0.36,20.6578
0.94,0.37,20.5363
0.94,0.38,20.4353
0.94,0.39,20.3517
0.94,0.4,20.2829
0.94,0.41,20.2265
0.94,0.42,20.1805
0.94,0.43,20.1432
0.94,0.44,20.1131
0.94,0.45,20.0889
0.94,0.46,20.0696
0.94,0.47,20.0542
0.94,0.48,20.042
0.94,0.49,20.0324
0.94,0.5,20.0249
0.94,0.51,20.0191
0.94,0.52,20.0145
0.94,0.53,20.011
